Supplementary Tabl 4.2. Phenotype data formatted for calculating correlations and QTL mapping.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Only winter/extended cold temperature associated traits were used for QTL mapping in this chapter (columns D:AE). Additional columns used to calculate correlations. Planting replicates indicated as W1-W3. Spike replicates indicated as 1 or 2. anth = anthocyanin. OD = average of T and C experimental replicates. T = cold shock/LMA-treated. C = control/untreated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subpopulation,Genotype,Subpop. ID,WLMA freq.,cube W avg.,cube W1 avg.,cube W2 avg.,cube W3 avg.,cube W1.S1 avg.,cube W1.S2 avg.,cube W2.S1 avg.,cube W2.S2 avg.,cube W3.S1 avg.,cube W3.S2 avg.,W avg.,W1 avg.,W2 avg.,W3 avg.,W1.S1 avg.,W1.S2 avg.,W2.S1 avg.,W2.S2 avg.,W3.S1 avg.,W3.S2 avg.,avg. anth. count,avg. grain fill,avg. spike distortion,avg. spike curl,W1.anth. count,W2.anth. count,W3.anth. count,TLMA_freq,CLMA_freq,cube avg. OD,cube avg. T,cube avg. C
JD,71,JD_23,1,1.337097005,NA,1.650963624,0.654991162,NA,NA,1.650963624,NA,0.640289582,0.669060836,2.3905,NA,4.5,0.281,NA,NA,4.5,NA,0.2625,0.2995,1.666666667,2,0.5,0,0,2,3,3,3,1.201708875,1.148593113,1.242634783
JD,72,JD_24,3,1.492212729,1.625818128,1.636467212,1.088059561,1.599869781,1.650963624,NA,1.636467212,1.107660033,1.067726269,3.322708333,4.2975,4.3825,1.288125,4.095,4.5,NA,4.3825,1.359,1.21725,2.333333333,2,0.666666667,0,3,4,0,3,2,1.189373773,1.360620392,0.995143116
JD,73,JD_25,3,1.207800267,1.650963624,0.756535477,0.706570781,1.650963624,1.650963624,0.788641579,0.721445143,0.601385686,0.787299437,1.761916667,4.5,0.433,0.35275,4.5,4.5,0.4905,0.3755,0.2175,0.488,2.666666667,3,0,0,2,3,3,3,3,0.925917304,0.817041999,1.029732233
JD,74,JD_26,0,0.566705111,0.588916906,0.607317794,0.490140179,0.592499214,0.585290478,0.595098964,0.619063797,0.50396842,0.475484271,0.182,0.20425,0.224,0.11775,0.208,0.2005,0.21075,0.23725,0.128,0.1075,1.666666667,3,0.333333333,0.333333333,0,3,2,1,0,0.632690175,0.746227974,0.44977126
JD,75,JD_27,2,1.296489543,1.179213783,1.395692543,NA,1.412473568,0.772782422,0.97871691,1.650963624,NA,NA,2.17925,1.63975,2.71875,NA,2.818,0.4615,0.9375,4.5,NA,NA,2,2,0.5,0,3,3,0,3,1,0.893661785,1.021421189,0.649330107
JD,76,JD_28,1,1.058398257,1.058398257,NA,NA,1.23398229,0.789578368,NA,NA,NA,NA,1.185625,1.185625,NA,NA,1.879,0.49225,NA,NA,NA,NA,0.333333333,3,0,0,1,0,0,1,1,0.776670003,0.683574507,0.884561797
JD,77,JD_29,1,0.798543356,0.981276623,0.691042323,0.632261962,1.024955382,0.933319161,0.717905435,0.661910595,0.635373538,0.629119455,0.509208333,0.944875,0.33,0.25275,1.07675,0.813,0.37,0.29,0.2565,0.249,2.666666667,3,0,0,3,2,3,1,0,0.793700526,0.959235865,0.489619307
JD,50,JD_2,3,1.320953996,1.161541006,1.650963624,0.946431674,1.18428586,1.137868697,1.650963624,1.650963624,0.992273793,0.895658099,2.304958333,1.567125,4.5,0.84775,1.661,1.47325,4.5,4.5,0.977,0.7185,3,3,0,0,3,4,2,2,3,1.212570407,1.46387785,0.958329343
JD,78,JD_30,2,0.813087675,0.978629905,0.743574742,0.641709298,0.888537766,1.054628097,0.735113901,0.751847298,0.644128583,0.639271632,0.537541667,0.93725,0.411125,0.26425,0.7015,1.173,0.39725,0.425,0.26725,0.26125,1.666666667,2.666666667,0.666666667,0,0,2,3,3,1,0.871866342,0.972383224,0.740522721
JD,79,JD_31,3,1.389792538,1.650963624,1.379899874,0.974610846,1.650963624,1.650963624,1.622406118,0.994806407,0.848555794,1.074481452,2.684416667,4.5,2.6275,0.92575,4.5,4.5,4.2705,0.9845,0.611,1.2405,1.666666667,2,0,0,0,2,3,2,0,0.770126998,0.879714751,0.615088082
JD,80,JD_32,2,1.197409535,1.537710659,1.072347888,0.655282399,1.537710659,NA,0.662100744,1.295844721,0.646928308,0.663428744,1.716833333,3.636,1.233125,0.281375,3.636,NA,0.29025,2.176,0.27075,0.292,3,2,1,0,3,3,3,1,0,0.630677164,0.659652148,0.598762883
JD,81,JD_33,1,0.914975763,1.227905086,0.683187886,0.503640102,1.374407458,1.034309403,0.712201065,0.651475936,0.508842692,0.498327747,0.766,1.851375,0.318875,0.12775,2.59625,1.1065,0.36125,0.2765,0.13175,0.12375,1.666666667,2.333333333,0.333333333,0.333333333,0,3,2,0,0,0.466878144,0.534877254,0.389417433
JD,82,JD_34,1,0.730510266,0.863565511,0.643827166,0.63712332,0.771244404,0.939496486,0.65440791,0.632886727,0.590355048,0.677879786,0.389833333,0.644,0.266875,0.258625,0.45875,0.82925,0.28025,0.2535,0.20575,0.3115,1.666666667,2.666666667,0.333333333,0,0,2,3,0,0,0.505003986,0.531785723,0.475033341
JD,83,JD_35,1,0.69643883,0.803371191,0.611691979,0.643122759,0.803371191,NA,0.679688439,0.523844777,0.645531481,0.640695858,0.337791667,0.5185,0.228875,0.266,0.5185,NA,0.314,0.14375,0.269,0.263,2,1.666666667,0.666666667,0,1,2,3,0,0,0.411473317,0.405226549,0.417535963
JD,84,JD_36,2,1.425100024,1.650963624,1.088165137,NA,1.650963624,1.650963624,0.524148279,1.344974456,NA,NA,2.89425,4.5,1.2885,NA,4.5,4.5,0.144,2.433,NA,NA,1.666666667,2,0,0,2,3,0,1,2,0.731884479,0.765439251,0.707681831
JD,85,JD_37,2,0.971236128,1.173795355,0.664751448,0.942601816,1.186006433,1.161324785,0.630380219,0.695894334,0.749035798,1.078580096,0.916166667,1.61725,0.29375,0.8375,1.66825,1.56625,0.2505,0.337,0.42025,1.25475,2.333333333,2,1,0,2,2,3,3,2,0.814256034,0.809818246,0.817552901
JD,86,JD_38,3,1.326415559,1.510336022,1.051735603,1.3374465,1.39402213,1.611056236,0.992189149,1.10520945,0.87274248,1.603118916,2.333666667,3.44525,1.163375,2.392375,2.709,4.1815,0.97675,1.35,0.66475,4.12,2,3,0.333333333,0,1,2,3,3,3,1.219314288,0.902684031,1.458958933
JD,87,JD_39,1,1.086391098,1.491844629,0.695808283,0.574384976,1.288759098,1.650963624,0.624239074,0.75507667,0.508520639,0.627853618,1.282208333,3.32025,0.336875,0.1895,2.1405,4.5,0.24325,0.4305,0.1315,0.2475,1,3,0.666666667,0,0,2,1,2,3,1.016475096,1.062772765,0.965525568
JD,51,JD_3,3,1.256279512,1.650963624,1.009574699,0.748366817,1.650963624,1.650963624,1.116152829,0.873944305,0.820189328,0.659236951,1.982708333,4.5,1.029,0.419125,4.5,4.5,1.3905,0.6675,0.55175,0.2865,3.333333333,2.666666667,1,0,4,3,3,3,2,0.836820939,0.929010265,0.718040152
JD,88,JD_40,2,0.985606316,1.132111332,0.774105802,NA,0.999416326,1.239376638,0.579641078,0.901643089,NA,NA,0.9574375,1.451,0.463875,NA,0.99825,1.90375,0.19475,0.733,NA,NA,1,3,0.5,0,1,2,0,1,1,0.712661694,0.770909578,0.642921216
JD,89,JD_41,2,0.806479497,0.776600922,0.928414456,0.67313155,0.869337585,0.654018498,0.928414456,NA,0.67313155,NA,0.524541667,0.468375,0.80025,0.305,0.657,0.27975,0.80025,NA,0.305,NA,2,2.333333333,0.666666667,0,3,2,1,2,1,0.69288426,0.732053718,0.648701267
JD,90,JD_42,2,0.714820076,0.708402146,0.721124785,NA,0.729832951,0.685589738,0.683455593,0.755222805,NA,NA,0.36525,0.3555,0.375,NA,0.38875,0.32225,0.31925,0.43075,NA,NA,0.666666667,2.5,0.5,0,0,2,0,2,0,0.763532151,0.908004725,0.521250688
JD,91,JD_43,2,1.220593637,1.63383355,0.972544776,0.558544263,1.650963624,1.616336537,0.858620467,1.06464733,0.558544263,NA,1.8185,4.361375,0.919875,0.17425,4.5,4.22275,0.633,1.20675,0.17425,NA,2.666666667,3,0.333333333,0,4,3,1,3,2,0.857269988,0.880357797,0.827811042
JD,92,JD_44,3,1.163042039,1.320125677,1.193014976,0.896695702,1.409459746,1.216721917,1.368692877,0.940533875,0.896695702,NA,1.573208333,2.300625,1.698,0.721,2.8,1.80125,2.564,0.832,0.721,NA,1.666666667,2.666666667,0.666666667,0.333333333,1,2,2,3,2,1.12626274,1.174883043,1.073037618
JD,93,JD_45,2,1.397572323,1.642064745,1.010514067,NA,1.650963624,1.633068354,1.164160152,0.786222418,NA,NA,2.72975,4.427625,1.031875,NA,4.5,4.35525,1.57775,0.486,NA,NA,2,2.5,0.5,0,4,2,0,2,2,0.813404178,0.830385138,0.795682971
JD,94,JD_46,2,1.194272475,1.606290342,0.619281165,0.899639774,1.650963624,1.558983559,0.611803317,0.626582656,0.733723392,1.020013456,1.703375,4.1445,0.2375,0.728125,4.5,3.789,0.229,0.246,0.395,1.06125,1.666666667,3,0.333333333,0,0,2,3,3,3,0.988502846,0.936671367,1.057339784
JD,95,JD_47,2,1.015885213,1.251624554,0.576774606,0.997535598,1.445048509,0.966917625,0.577899657,0.575645149,0.94531395,1.04479663,1.048416667,1.96075,0.191875,0.992625,3.0175,0.904,0.193,0.19075,0.84475,1.1405,2.666666667,2.666666667,0.666666667,0,3,2,3,0,0,0.435628992,0.44651631,0.426121605
JD,96,JD_48,2,1.151970995,1.094566873,1.444070114,0.641000226,1.241002052,0.892739947,1.635875766,1.180470941,0.622738493,0.658276803,1.528708333,1.311375,3.011375,0.263375,1.91125,0.7115,4.37775,1.645,0.2415,0.28525,2.333333333,2.666666667,0.333333333,0,2,2,3,2,2,0.85977672,0.937498794,0.764688241
JD,97,JD_49,2,0.766711298,0.843783949,0.6880629,0.75221567,0.79738731,0.885572422,0.702710579,0.672763517,0.835987096,0.64392767,0.450708333,0.60075,0.32575,0.425625,0.507,0.6945,0.347,0.3045,0.58425,0.267,2.666666667,2,0.666666667,0,3,2,3,2,2,0.826652265,0.879581412,0.752537437
JD,52,JD_4,2,0.958888567,0.980713766,1.109084547,0.696238325,1.087742712,0.843198313,0.816955796,1.297282291,0.647723794,0.738796437,0.881666667,0.94325,1.36425,0.3375,1.287,0.5995,0.54525,2.18325,0.27175,0.40325,1.666666667,2.666666667,0.666666667,0,0,3,2,0,0,0.570250736,0.547416719,0.591389365
JD,98,JD_50,1,0.97636233,1.310176539,0.632261962,0.662290785,1.364140352,1.251358523,0.629540271,0.634960421,0.652260375,0.672026241,0.93075,2.249,0.25275,0.2905,2.5385,1.9595,0.2495,0.256,0.2775,0.3035,2.333333333,3,0.333333333,0,1,3,3,0,0,0.572175363,0.607635016,0.531673442
JD,99,JD_51,1,0.779102994,0.975837545,0.704226135,0.519558303,1.046701668,0.892844495,0.693130077,0.714983128,0.506254763,0.532213362,0.472916667,0.92925,0.34925,0.14025,1.14675,0.71175,0.333,0.3655,0.12975,0.15075,2,2.333333333,0.333333333,0.333333333,1,2,3,0,1,0.545429793,0.54712192,0.544068493
JD,54,JD_6,1,0.672395081,0.685855574,0.70823605,0.616333722,0.712857623,0.656541443,0.70823605,NA,0.632470354,0.59930475,0.304,0.322625,0.35525,0.234125,0.36225,0.283,0.35525,NA,0.253,0.21525,2,2.333333333,0.666666667,0,0,3,3,1,0,0.673168331,0.842200861,0.479383854
JD,55,JD_7,2,0.825695771,0.75595263,NA,0.885306691,0.686298176,0.814702113,NA,NA,0.837653124,0.928317767,0.5629375,0.432,NA,0.693875,0.32325,0.54075,NA,NA,0.58775,0.8,2.333333333,2,0.5,0,3,0,4,3,1,1.033900706,1.209403992,0.675829537
JD,56,JD_8,3,1.08283738,0.887851147,0.899536799,1.335370151,0.66943295,1.032201906,0.77653183,0.995815851,0.992865892,1.558263189,1.269666667,0.699875,0.727875,2.38125,0.3,1.09975,0.46825,0.9875,0.97875,3.78375,2,2.666666667,0,0.333333333,0,3,3,2,0,0.658078022,0.728547811,0.568033991
JD,57,JD_9,1,0.693043338,0.692174753,0.748887239,0.627430536,0.675514012,0.708069875,0.748887239,NA,0.675514012,0.570570886,0.332875,0.331625,0.42,0.247,0.30825,0.355,0.42,NA,0.30825,0.18575,2.333333333,2,1,0,2,2,3,1,0,0.627016517,0.62408934,0.62943512
S0900230,P11,WA8124_PaReNt,3,0.82420186,0.805720713,0.879742952,0.780642141,0.84541942,0.761669345,0.86938169,0.889865737,0.799504902,0.760820904,0.5598875,0.5230625,0.680875,0.475725,0.60425,0.441875,0.6571,0.70465,0.51105,0.4404,1.777777778,2.688888889,0.177777778,0.283333333,1.333333333,2.4,1.6,3,3,0.89144704,0.849660251,0.929645489
S0900230,P3,S0900230_PaReNt,0,0.564524302,0.593715264,0.546562583,0.550866403,0.618061933,0.549807095,0.549807095,0.543279088,0.53499374,0.565873554,0.179906944,0.209283333,0.163275,0.1671625,0.2361,0.22555,0.1662,0.16035,0.153125,0.1812,2.122807018,2.677192982,0.336842105,0.319298246,2.6,2.4,1.368421053,2,1,0.71757067,0.762673525,0.66594888
S0900230,109,S0900230_10,2,0.936602763,0.954853585,1.126327651,0.548895857,1.146682309,0.910876264,0.910876264,1.280985569,0.540612018,0.556936933,0.821611111,0.870583333,1.428875,0.165375,1.50775,0.34825,0.75575,2.102,0.158,0.17275,1,3,0.333333333,0.666666667,0,1,2,3,3,1.477279504,1.426302629,1.524961927
S0900230,110,S0900230_11,1,0.769383607,0.8698335,NA,0.632261962,0.949584306,NA,NA,NA,0.639067653,0.625306516,0.4554375,0.658125,NA,0.25275,0.85625,0.46,NA,NA,0.261,0.2445,2.333333333,3,0,0.5,4,0,3,1,1,0.757002321,0.836959752,0.655233877
S0900230,111,S0900230_12,2,0.742392226,0.707570883,0.89835089,0.529254916,0.616662609,0.814199598,0.814199598,0.969140841,0.518940149,0.539182577,0.409166667,0.35425,0.725,0.14825,0.2345,0.2885,0.53975,0.91025,0.13975,0.15675,1.666666667,3,0,0,0,2,3,2,1,0.706536005,0.711844923,0.701146082
S0900230,112,S0900230_13,0,0.626299518,0.572865432,0.703469173,0.585655145,0.510126843,0.656154559,0.656154559,0.74515394,0.607769332,0.561731461,0.245666667,0.188,0.348125,0.200875,0.13275,0.14875,0.2825,0.41375,0.2245,0.17725,1.333333333,2.333333333,0.333333333,0,0,1,3,1,0,0.685375443,0.72676936,0.638267477
S0900230,113,S0900230_14,2,1.16063096,1.451497989,0.573499554,1.130190012,1.650963624,0.558544263,0.558544263,0.587713066,0.870768687,1.305890429,1.563444444,3.058083333,0.188625,1.443625,4.5,4.5,0.17425,0.203,0.66025,2.227,1.666666667,3,0,0,1,1,3,3,3,1.132005666,1.030896675,1.217701524
S0900230,114,S0900230_15,0,0.650492723,0.672395081,0.595921412,0.676880899,0.714983128,0.611134679,0.611134679,0.579889,0.712365318,0.637225949,0.27525,0.304,0.211625,0.310125,0.3655,0.31825,0.22825,0.195,0.3615,0.25875,1.666666667,3,0.333333333,0,0,2,3,2,2,0.861591496,0.822043288,0.897808454
S0900230,115,S0900230_16,1,0.664216702,0.784601337,0.578771677,0.586988388,0.971442216,0.576649329,0.576649329,0.580878573,0.586019359,0.587954228,0.293041667,0.483,0.193875,0.20225,0.91675,0.3405,0.19175,0.196,0.20125,0.20325,2.666666667,3,0.333333333,0,3,2,3,0,0,0.620573163,0.625093319,0.615986182
S0900230,116,S0900230_17,1,0.882242235,1.164610892,0.593801935,0.647226844,1.319048902,0.584071628,0.584071628,0.603223393,0.629750468,0.663807197,0.686694444,1.579583333,0.209375,0.271125,2.295,2.2445,0.19925,0.2195,0.24975,0.2925,2.333333333,2,0.333333333,0,2,2,3,2,3,0.965291925,0.937620231,0.991462033
S0900230,117,S0900230_18,0,0.537681468,0.569887465,0.533972757,0.505277435,0.591309931,0.538895777,0.538895777,0.528957247,0.504950817,0.505603631,0.155444444,0.185083333,0.15225,0.129,0.20675,0.192,0.1565,0.148,0.12875,0.12925,1.666666667,2.666666667,0.333333333,0,0,2,3,0,0,0.603509525,0.553965826,0.646031041
S0900230,118,S0900230_19,1,0.685638983,0.662923466,0.75784361,0.621770003,0.590832875,0.768008572,0.768008572,0.747398393,0.642113779,0.6,0.322319444,0.291333333,0.43525,0.240375,0.20625,0.21475,0.453,0.4175,0.26475,0.216,1.333333333,3,0,0,0,1,3,2,2,1.322329577,1.312631632,1.331887321
S0900230,100,S0900230_1,0,0.581262499,0.629470174,0.560407866,0.547092091,0.690168691,0.562522633,0.562522633,0.558277017,0.534848124,0.558811254,0.196388889,0.249416667,0.176,0.16375,0.32875,0.2415,0.178,0.174,0.153,0.1745,1.666666667,3,0,0.333333333,0,3,2,0,2,0.966750472,0.582786335,1.171826354
S0900230,119,S0900230_20,1,0.669938775,0.689058905,0.752951334,0.528957247,0.549586466,0.884721523,0.884721523,0.544293617,0.54231743,0.514885763,0.300680556,0.327166667,0.426875,0.148,0.166,0.123,0.6925,0.16125,0.1595,0.1365,2.666666667,3,0,0,1,4,3,2,1,0.797578398,0.894583378,0.668548502
S0900230,120,S0900230_21,1,0.671831413,0.722457736,0.686651847,0.59332888,0.794493434,0.714330473,0.714330473,0.656541443,0.604366297,0.581864787,0.303236111,0.377083333,0.32375,0.208875,0.5015,0.26525,0.3645,0.283,0.22075,0.197,1.666666667,2.333333333,0.666666667,0.333333333,1,2,2,0,0,0.574973744,0.581987829,0.567784223
S0900230,121,S0900230_22,1,0.664342602,0.721605215,0.674874234,0.581372098,0.745003829,0.61001702,0.61001702,0.729206619,0.609119935,0.550687845,0.293208333,0.37575,0.307375,0.1965,0.4135,0.48675,0.227,0.38775,0.226,0.167,1.666666667,2,1,0,0,2,3,2,0,0.678822995,0.720081652,0.63182737
S0900230,122,S0900230_23,2,0.81539206,0.956920834,0.798499793,0.622308425,0.973468998,0.843783949,0.843783949,0.747398393,0.612470497,0.631844765,0.542125,0.87625,0.509125,0.241,0.9225,1.1055,0.60075,0.4175,0.22975,0.25225,1,2.666666667,0.333333333,0.333333333,0,2,1,2,2,0.772188914,0.751896435,0.791467478
S0900230,123,S0900230_24,0,0.654645657,0.640018446,0.685589738,0.635992207,0.62827613,0.685589738,0.685589738,NA,0.64652983,0.625093319,0.280555556,0.262166667,0.32225,0.25725,0.248,0.21625,0.32225,NA,0.27025,0.24425,2,2.666666667,0,0,0,3,3,1,0,0.673338391,0.704170119,0.63939056
S0900230,124,S0900230_25,3,1.285607183,1.09230162,1.188784391,1.502403554,0.704729873,1.471498926,1.471498926,0.558009515,1.316649753,1.650963624,2.124833333,1.30325,1.68,3.39125,0.35,0.3735,3.18625,0.17375,2.2825,4.5,1.666666667,2.333333333,0.333333333,0,1,2,2,1,0,0.967489226,1.179513349,0.554192027
S0900230,125,S0900230_26,2,1.196561336,1.380249902,0.927107442,NA,1.650963624,0.839194239,0.839194239,1.000915828,NA,NA,1.7131875,2.6295,0.796875,NA,4.5,2.7975,0.591,1.00275,NA,NA,1.666666667,3,0.5,0,2,3,0,2,3,1.365709638,1.379987397,1.351126936
S0900230,126,S0900230_27,2,1.032605859,1.063862535,0.999332888,NA,1.154862836,0.756826564,0.756826564,1.160397208,NA,NA,1.101041667,1.204083333,0.998,NA,1.54025,1.6385,0.4335,1.5625,NA,NA,0.333333333,2.5,0.5,0.5,0,1,0,2,3,1.553334249,1.611008075,1.491026674
S0900230,127,S0900230_28,1,0.76138195,0.965489385,0.640289582,0.544715223,1.276193935,0.641101618,0.641101618,0.639475482,0.550412913,0.538895777,0.441375,0.9,0.2625,0.161625,2.0785,0.358,0.2635,0.2615,0.16675,0.1565,3,2,0.333333333,0,4,3,2,2,2,1.146719278,1.285930629,0.961667446
S0900230,128,S0900230_29,0,0.647016792,0.678664719,0.567223597,0.682204495,0.836225506,0.537168535,0.537168535,0.594392195,0.719679641,0.640086251,0.270861111,0.312583333,0.1825,0.3175,0.58475,0.198,0.155,0.21,0.37275,0.26225,2,2,0.333333333,0.666666667,0,3,3,3,0,0.865423926,1.030661382,0.586261917
S0900230,101,S0900230_2,1,0.855120951,1.146587236,0.570186663,0.567870375,1.41226469,0.582847668,0.582847668,0.556936933,0.568773396,0.566964472,0.625291667,1.507375,0.185375,0.183125,2.81675,NA,0.198,0.17275,0.184,0.18225,2.333333333,2,0.333333333,0,3,3,1,0,0,0.636875162,0.6207264,0.652244052
S0900230,129,S0900230_30,0,0.596780596,0.597909391,0.658372944,0.517388285,0.568515683,0.639271632,0.639271632,0.676425884,0.513941017,0.520790219,0.212541667,0.21375,0.285375,0.1385,0.18375,0.19625,0.26125,0.3095,0.13575,0.14125,1.333333333,2.666666667,0.333333333,0.333333333,0,1,3,0,0,0.580476966,0.590474577,0.570122575
S0900230,130,S0900230_31,1,1.072718153,1.455009756,0.649111211,0.704310141,1.650963624,0.622308425,0.622308425,0.67386641,0.698295171,0.710224091,1.234402778,3.080333333,0.2735,0.349375,4.5,4.5,0.241,0.306,0.3405,0.35825,2,3,0,0.333333333,1,2,3,0,2,0.862187452,0.627324676,1.011522961
S0900230,131,S0900230_32,0,0.613037691,0.640831168,0.6598117,0.52017499,0.652064442,0.661910595,0.661910595,0.657699367,0.518940149,0.521403997,0.230388889,0.263166667,0.28725,0.14075,0.27725,0.22225,0.29,0.2845,0.13975,0.14175,2,3,0.333333333,0,0,3,3,0,0,0.59257833,0.614500148,0.568902165
S0900230,132,S0900230_33,0,0.586463895,0.595569213,0.617319332,0.541323912,0.568773396,NA,NA,0.617319332,0.556129777,0.525660544,0.201708333,0.21125,0.23525,0.158625,0.184,0.2385,NA,0.23525,0.172,0.14525,2,3,0.333333333,0.333333333,0,3,3,0,0,0.582407829,0.598724141,0.565122188
S0900230,133,S0900230_34,1,0.644619178,0.576231346,0.718390179,0.622738493,0.548203505,0.635992207,0.635992207,0.785277601,0.60459436,0.639882791,0.267861111,0.191333333,0.37075,0.2415,0.16475,0.152,0.25725,0.48425,0.221,0.262,2,3,0,1,0,3,3,2,3,1.259422134,1.421201539,1.039945602
S0900230,134,S0900230_35,1,0.722298042,0.826336981,0.60482225,0.701357908,0.9551886,0.651475936,0.651475936,0.549586466,0.581618547,0.79011268,0.376833333,0.56425,0.22125,0.345,0.8715,0.54475,0.2765,0.166,0.19675,0.49325,2.333333333,3,1,0.333333333,1,3,3,0,1,0.77653183,0.585655145,0.90271812
S0900230,135,S0900230_36,3,1.027496284,0.935450833,1.143791368,0.979368954,0.773757983,1.08661464,1.08661464,1.195760503,0.736499169,1.13941131,1.084777778,0.818583333,1.496375,0.939375,0.46325,0.7095,1.283,1.70975,0.3995,1.47925,1.666666667,3,0,0.333333333,0,3,2,0,0,0.656630039,0.672824884,0.639594334
S0900230,136,S0900230_37,2,0.7606145,0.75507667,0.887004617,0.576649329,0.63392527,0.903280211,0.903280211,0.870108763,0.559876674,0.592499214,0.440041667,0.4305,0.697875,0.19175,0.25475,0.29975,0.737,0.65875,0.1755,0.208,1,2.333333333,1,0,0,2,1,0,0,0.58798436,0.613247041,0.560341522
S0900230,137,S0900230_38,2,1.155875552,1.485363826,1.029457093,0.642113779,1.650963624,1.029457093,1.029457093,NA,0.626370327,0.657120915,1.544305556,3.277166667,1.091,0.26475,4.5,4.2405,1.091,NA,0.24575,0.28375,2.666666667,2,0.666666667,0,3,2,3,0,3,1.124510075,0.588195193,1.382160988
S0900230,138,S0900230_39,2,1.52116898,1.615677055,1.413183291,NA,1.596803514,1.635346216,1.635346216,1.083216292,NA,NA,3.519916667,4.217583333,2.82225,NA,4.0715,4.20775,4.3735,1.271,NA,NA,1.333333333,3,0,0,1,3,0,0,0,0.64545648,0.670824707,0.617920103
S0900230,102,S0900230_3,2,0.753179914,0.80871547,0.784939614,0.645731398,0.853389007,0.838365112,0.838365112,0.723042679,0.648715412,0.642719547,0.427263889,0.528916667,0.483625,0.26925,0.6215,0.376,0.58925,0.378,0.273,0.2655,2.333333333,2,0,0,2,3,2,1,0,0.837222378,0.969066898,0.641219868
S0900230,139,S0900230_40,2,0.879264144,0.730406146,0.618519708,1.122140888,0.833835253,0.558277017,0.558277017,0.668874624,0.998330548,1.223383958,0.679763889,0.389666667,0.236625,1.413,0.57975,0.41525,0.174,0.29925,0.995,1.831,3,3,0,0.666666667,3,3,3,0,0,0.578657633,0.568773396,0.588215265
S0900230,140,S0900230_41,2,0.738558865,0.805474603,0.648219982,0.745078892,0.853503418,0.664751448,0.664751448,0.630799355,0.801559458,0.678423395,0.402861111,0.522583333,0.272375,0.413625,0.62175,0.65225,0.29375,0.251,0.515,0.31225,1.666666667,3,0,0.666666667,2,0,3,1,2,1.12210504,0.893888636,1.282908257
S0900230,141,S0900230_42,1,0.682542545,0.759677071,0.598258841,0.670454136,0.723202045,0.579641078,0.579641078,0.615784796,0.770964104,0.524754231,0.317972222,0.438416667,0.214125,0.301375,0.37825,0.74225,0.19475,0.2335,0.45825,0.1445,1.333333333,3,0.333333333,1,0,1,3,1,0,0.731705526,0.84131879,0.572865432
S0900230,142,S0900230_43,1,0.952578406,1.279714699,0.638965614,0.618410776,1.331949954,0.653238278,0.653238278,0.624025147,0.679868775,0.541466066,0.864375,2.09575,0.260875,0.2365,2.363,3.6455,0.27875,0.243,0.31425,0.15875,2.666666667,3,0.333333333,0.333333333,1,4,3,3,1,1.089872026,1.268696729,0.817860026
S0900230,143,S0900230_44,2,0.949743442,0.967689497,1.155050253,0.497150458,0.617319332,1.318857291,1.318857291,0.923652775,0.499666444,0.494608744,0.856680556,0.906166667,1.541,0.122875,0.23525,0.18925,2.294,0.788,0.12475,0.121,1.666666667,2.666666667,0.333333333,0.333333333,0,3,2,0,1,0.652374615,0.655573377,0.649144173
S0900230,103,S0900230_4,2,0.901392449,1.148748902,0.824134384,0.495289087,1.332982547,0.847744887,0.847744887,0.799087501,0.492899647,0.497655692,0.732388889,1.515916667,0.55975,0.1215,2.3685,1.57,0.60925,0.51025,0.11975,0.12325,1.666666667,3,0.333333333,0.333333333,2,0,3,3,1,1.247613223,1.509355114,0.763675067
S0900230,104,S0900230_5,2,0.717743708,0.759436332,0.753171753,0.624879977,0.714003698,0.810664496,0.810664496,0.68523497,0.609344454,0.639679201,0.36975,0.438,0.42725,0.244,0.364,0.41725,0.53275,0.32175,0.22625,0.26175,1.666666667,2,0,0.666666667,2,2,1,1,2,0.891028843,0.713226406,1.017047992
S0900230,105,S0900230_6,0,0.570556665,0.530244735,0.496306111,0.658757227,0.572611389,0.499332442,0.499332442,0.493242415,0.634753661,0.681128461,0.185736111,0.149083333,0.12225,0.285875,0.18775,0.135,0.1245,0.12,0.25575,0.316,2.666666667,2.666666667,0.333333333,0.333333333,2,4,2,0,0,0.534228369,0.538680477,0.529700792
S0900230,106,S0900230_7,1,1.056278001,1.450798873,0.552331699,0.679237178,1.650963624,0.544012183,0.544012183,0.560407866,0.676243706,0.682204495,1.178513889,3.053666667,0.1685,0.313375,4.5,4.5,0.161,0.176,0.30925,0.3175,1.333333333,3,0.333333333,0,0,2,2,3,2,0.773868159,0.789043333,0.758073278
S0900230,107,S0900230_8,0,0.582684085,0.582602259,0.567353071,0.597326064,0.597209262,0.54231743,0.54231743,0.590355048,0.6115806,0.582356642,0.197833333,0.19775,0.182625,0.213125,0.213,0.22075,0.1595,0.20575,0.22875,0.1975,2.666666667,3,0.666666667,0.333333333,3,2,3,0,0,0.558210166,0.570058474,0.545836328
S0900230,108,S0900230_9,0,0.576523998,0.551236886,0.599768429,NA,0.520790219,0.587471705,0.587471705,0.6115806,NA,NA,0.191625,0.1675,0.21575,NA,0.14125,0.1585,0.20275,0.22875,NA,NA,2,3,0,0,3,3,0,0,2,0.727793424,NA,0.727793424
